Batch ID,Machine ID,Fabric type,Operator,Shift,Production quantity,Production speed,Waste quantity,Machine age,Last maintenance date,Humidity,Temperature,Machine failure
1015,L48194,Cotton,Op-16,Evening,14450,1445,17.472399999999997,2.0,2026-01-01,96.19999999999999,57.19999999999999,0
1016,L48195,Cotton,Op-17,Night,13560,1356,19.0096,2.2,2026-01-01,96.19999999999999,57.19999999999999,0
1017,M15876,Polyester,Op-18,Morning,13190,1319,46.6489,2.4,2026-01-01,96.30000000000001,57.19999999999999,1
1018,L48197,Cotton,Op-19,Evening,16370,1637,9.9856,2.7,2026-01-01,96.30000000000001,57.19999999999999,0
1019,L48198,Cotton,Op-20,Night,12910,1291,34.3396,2.9,2026-01-01,96.30000000000001,57.19999999999999,0
1020,L48199,Cotton,Op-1,Morning,13980,1398,27.772900000000003,3.1,2026-01-01,96.30000000000001,57.30000000000001,0
1021,L48200,Cotton,Op-2,Evening,13720,1372,33.2929,3.3,2026-01-01,96.30000000000001,57.30000000000001,0
1022,M15881,Polyester,Op-3,Night,14540,1454,18.0625,3.5,2026-01-01,96.30000000000001,57.19999999999999,0
1023,L48202,Cotton,Op-4,Morning,15150,1515,13.3225,3.8,2026-01-01,96.19999999999999,57.19999999999999,0
1024,L48203,Cotton,Op-5,Evening,18810,1881,5.9049000000000005,4.0,2026-01-01,96.19999999999999,57.30000000000001,0
1025,L48204,Cotton,Op-6,Night,17110,1711,8.9401,4.2,2026-01-01,96.19999999999999,57.30000000000001,0
1026,L48205,Cotton,Op-7,Morning,14750,1475,13.69,4.4,2026-01-01,96.19999999999999,57.30000000000001,0
1027,L48206,Cotton,Op-8,Evening,15120,1512,13.542399999999997,4.6,2026-01-01,96.39999999999998,57.39999999999998,0
1028,M15887,Polyester,Op-9,Night,13350,1335,25.5025,4.8,2026-01-01,96.30000000000001,57.39999999999998,0
1029,L48208,Cotton,Op-10,Morning,14720,1472,15.9201,5.1,2026-01-01,96.30000000000001,57.39999999999998,0
1030,M15889,Polyester,Op-11,Evening,14770,1477,12.390400000000001,5.3,2026-01-01,96.19999999999999,57.30000000000001,0
1031,L48210,Cotton,Op-12,Night,17600,1760,8.0656,5.6,2026-01-01,96.30000000000001,57.39999999999998,0
1032,L48211,Cotton,Op-13,Morning,15490,1549,13.0321,5.8,2026-01-01,96.39999999999998,57.5,0
1033,L48212,Cotton,Op-14,Evening,16480,1648,11.56,6.0,2026-01-01,96.30000000000001,57.39999999999998,0
1034,H30447,Silk,Op-15,Night,15560,1556,14.44,6.2,2026-01-01,96.39999999999998,57.5,0
1035,M15894,Polyester,Op-16,Morning,19580,1958,3.648100000000001,6.7,2026-01-01,96.30000000000001,57.39999999999998,0
1036,L48215,Cotton,Op-17,Evening,14030,1403,23.4256,7.0,2026-01-01,96.39999999999998,57.39999999999998,0
1037,M15896,Polyester,Op-18,Night,16840,1684,9.859599999999999,7.2,2026-01-01,96.39999999999998,57.5,0
1038,H30451,Silk,Op-19,Morning,15960,1596,12.3201,7.5,2026-01-01,96.39999999999998,57.5,0
1039,L48218,Cotton,Op-20,Evening,14980,1498,16.8921,8.0,2026-01-01,96.60000000000002,57.60000000000002,0
1040,L48219,Cotton,Op-1,Night,15240,1524,13.542399999999997,8.2,2026-01-01,96.69999999999999,57.69999999999999,0
1041,L48220,Cotton,Op-2,Morning,15020,1502,19.2721,8.4,2026-01-01,96.69999999999999,57.69999999999999,0
1042,L48221,Cotton,Op-3,Evening,18090,1809,6.300100000000001,8.6,2026-01-01,96.60000000000002,57.60000000000002,0
1043,L48222,Cotton,Op-4,Night,15420,1542,13.9876,8.8,2026-01-01,96.60000000000002,57.60000000000002,0
1044,L48223,Cotton,Op-5,Morning,14310,1431,20.430400000000002,9.0,2026-01-01,96.5,57.60000000000002,0
1045,L48224,Cotton,Op-6,Evening,15120,1512,19.0096,9.2,2026-01-01,96.5,57.60000000000002,0
1046,H30459,Silk,Op-7,Night,14030,1403,27.878399999999996,9.4,2026-01-01,96.39999999999998,57.5,0
1047,L48226,Cotton,Op-8,Morning,13310,1331,22.848399999999998,9.9,2026-01-01,96.39999999999998,57.5,0
1048,M15907,Polyester,Op-9,Evening,14740,1474,27.667600000000004,10.1,2026-01-01,96.60000000000002,57.69999999999999,0
1049,L48228,Cotton,Op-10,Night,16070,1607,11.2225,10.4,2026-01-01,96.5,57.60000000000002,0
1050,L48229,Cotton,Op-11,Morning,14150,1415,19.536400000000004,10.6,2026-01-01,96.5,57.60000000000002,0
1051,L48230,Cotton,Op-12,Evening,16710,1671,8.294400000000001,10.8,2026-01-01,96.60000000000002,57.60000000000002,0
1052,L48231,Cotton,Op-13,Night,15560,1556,14.212900000000001,11.0,2026-01-01,96.60000000000002,57.69999999999999,0
1053,L48232,Cotton,Op-14,Morning,19270,1927,5.7120999999999995,11.2,2026-01-01,96.69999999999999,57.69999999999999,0
1054,M15913,Polyester,Op-15,Evening,15970,1597,10.3041,11.4,2026-01-01,96.69999999999999,57.69999999999999,0
1055,H30468,Silk,Op-16,Night,16270,1627,9.3025,11.7,2026-01-01,96.80000000000001,57.80000000000001,0
1056,L48235,Cotton,Op-17,Morning,14800,1480,15.523599999999998,12.2,2026-01-01,96.80000000000001,57.80000000000001,0
1057,L48236,Cotton,Op-18,Evening,15650,1565,15.6025,12.4,2026-01-01,96.80000000000001,57.80000000000001,0
1058,L48237,Cotton,Op-19,Night,15730,1573,13.249599999999997,12.6,2026-01-01,96.80000000000001,57.80000000000001,0
1059,L48238,Cotton,Op-20,Morning,16050,1605,9.7969,12.8,2026-01-01,96.69999999999999,57.80000000000001,0
1060,M15919,Polyester,Op-1,Evening,18740,1874,4.5369,13.0,2026-01-01,96.69999999999999,57.89999999999998,0
1061,H30474,Silk,Op-2,Night,14240,1424,28.944399999999995,13.3,2026-01-01,96.69999999999999,57.89999999999998,0
1062,L48241,Cotton,Op-3,Morning,14200,1420,25.1001,13.8,2026-01-01,96.69999999999999,57.89999999999998,0
1063,L48242,Cotton,Op-4,Evening,13720,1372,24.01,14.0,2026-01-01,96.80000000000001,57.89999999999998,0
1064,M15923,Polyester,Op-5,Night,16640,1664,10.7584,14.2,2026-01-01,96.80000000000001,57.80000000000001,0
1065,M15924,Polyester,Op-6,Morning,14090,1409,19.624899999999997,14.5,2026-01-01,96.80000000000001,57.89999999999998,0
1066,L48245,Cotton,Op-7,Evening,17180,1718,6.3504,14.8,2026-01-01,96.80000000000001,57.89999999999998,0
1067,M15926,Polyester,Op-8,Night,15440,1544,16.240899999999996,15.0,2026-01-01,96.89999999999998,57.80000000000001,0
1068,L48247,Cotton,Op-9,Morning,14660,1466,20.884900000000002,15.3,2026-01-01,96.89999999999998,57.80000000000001,0
1069,L48248,Cotton,Op-10,Evening,13940,1394,22.752900000000004,15.5,2026-01-01,96.80000000000001,57.80000000000001,0
1070,M15929,Polyester,Op-11,Night,18400,1840,6.0516000000000005,15.7,2026-01-01,96.89999999999998,57.80000000000001,0
1071,M15930,Polyester,Op-12,Morning,14770,1477,13.838400000000002,16.0,2026-01-01,96.89999999999998,57.80000000000001,0
1072,L48251,Cotton,Op-13,Evening,14250,1425,24.1081,16.3,2026-01-01,96.89999999999998,57.80000000000001,0
1073,M15932,Polyester,Op-14,Night,14140,1414,21.3444,16.5,2026-01-01,97.0,57.89999999999998,0
1074,L48253,Cotton,Op-15,Morning,14140,1414,22.5625,16.8,2026-01-01,97.0,57.80000000000001,0
1075,L48254,Cotton,Op-16,Evening,15950,1595,10.0489,17.0,2026-01-01,97.0,57.89999999999998,0
1076,H30489,Silk,Op-17,Night,13450,1345,29.7025,17.2,2026-01-01,96.89999999999998,57.80000000000001,0
1077,L48256,Cotton,Op-18,Morning,16530,1653,12.8881,17.7,2026-01-01,96.89999999999998,57.69999999999999,0
1078,L48257,Cotton,Op-19,Evening,15470,1547,13.3225,17.9,2026-01-01,96.80000000000001,57.60000000000002,0
1079,H30492,Silk,Op-20,Night,16560,1656,9.486400000000001,18.1,2026-01-01,96.89999999999998,57.69999999999999,0
1080,L48259,Cotton,Op-1,Morning,17310,1731,8.1225,18.6,2026-01-01,97.0,57.69999999999999,0
1081,L48260,Cotton,Op-2,Evening,17740,1774,7.84,18.8,2026-01-01,97.0,57.80000000000001,0
1082,L48261,Cotton,Op-3,Night,15210,1521,16.160400000000003,19.0,2026-01-01,97.0,57.80000000000001,0
1083,H30496,Silk,Op-4,Morning,14200,1420,15.840399999999997,19.2,2026-01-01,97.10000000000002,57.89999999999998,0
1084,L48263,Cotton,Op-5,Evening,16830,1683,10.432899999999997,19.7,2026-01-01,97.0,57.80000000000001,0
1085,M15944,Polyester,Op-6,Night,14980,1498,22.184100000000004,19.9,2026-01-01,97.0,57.69999999999999,0
1086,L48265,Cotton,Op-7,Morning,13850,1385,31.8096,20.2,2026-01-01,97.0,57.80000000000001,1
1087,L48266,Cotton,Op-8,Evening,14550,1455,24.01,20.4,2026-01-01,97.0,57.89999999999998,0
1088,H30501,Silk,Op-9,Night,15490,1549,12.816399999999998,20.6,2026-01-01,96.89999999999998,57.80000000000001,1
1089,M15948,Polyester,Op-10,Morning,13920,1392,19.2721,0.0,2026-01-01,96.89999999999998,57.80000000000001,0
1090,M15949,Polyester,Op-11,Evening,20080,2008,3.0625,0.3,2026-01-01,96.89999999999998,57.69999999999999,0
1091,L48270,Cotton,Op-12,Night,14640,1464,17.139599999999998,0.6,2026-01-01,96.89999999999998,57.69999999999999,0
1092,L48271,Cotton,Op-13,Morning,14470,1447,21.529600000000002,0.8,2026-01-01,97.0,57.69999999999999,0
1093,M15952,Polyester,Op-14,Evening,16850,1685,10.24,1.0,2026-01-01,96.89999999999998,57.60000000000002,0
1094,M15953,Polyester,Op-15,Night,14430,1443,15.366400000000004,1.3,2026-01-01,96.80000000000001,57.5,0
1095,L48274,Cotton,Op-16,Morning,13540,1354,19.7136,1.6,2026-01-01,96.89999999999998,57.5,0
1096,L48275,Cotton,Op-17,Evening,27210,2721,0.8649000000000001,1.8,2026-01-01,96.89999999999998,57.5,1
1097,L48276,Cotton,Op-18,Night,16800,1680,12.816399999999998,2.0,2026-01-01,97.0,57.60000000000002,0
1098,H30511,Silk,Op-19,Morning,13970,1397,23.328899999999997,2.2,2026-01-01,96.89999999999998,57.5,0
1099,M15958,Polyester,Op-20,Evening,15210,1521,14.364099999999999,2.7,2026-01-01,96.89999999999998,57.39999999999998,0
1100,M15959,Polyester,Op-1,Night,14720,1472,19.2721,3.0,2026-01-01,96.80000000000001,57.39999999999998,0
1101,H30514,Silk,Op-2,Morning,16950,1695,9.0,3.3,2026-01-01,96.80000000000001,57.5,0
1102,H30515,Silk,Op-3,Evening,16070,1607,11.2896,3.8,2026-01-01,96.69999999999999,57.5,0
1103,L48282,Cotton,Op-4,Night,13470,1347,30.030399999999997,4.3,2026-01-01,96.80000000000001,57.5,0
1104,M15963,Polyester,Op-5,Morning,15400,1540,14.976900000000002,4.5,2026-01-01,96.69999999999999,57.39999999999998,0
1105,L48284,Cotton,Op-6,Evening,13890,1389,18.2329,4.8,2026-01-01,96.60000000000002,57.39999999999998,0
1106,M15965,Polyester,Op-7,Night,17340,1734,7.29,5.0,2026-01-01,96.60000000000002,57.5,0
1107,L48286,Cotton,Op-8,Morning,15400,1540,14.8996,5.3,2026-01-01,96.69999999999999,57.60000000000002,0
1108,M15967,Polyester,Op-9,Evening,15150,1515,17.7241,5.5,2026-01-01,96.69999999999999,57.5,0
1109,L48288,Cotton,Op-10,Night,15040,1504,20.976399999999998,5.8,2026-01-01,96.60000000000002,57.39999999999998,0
1110,L48289,Cotton,Op-11,Morning,15570,1557,12.3201,6.0,2026-01-01,96.60000000000002,57.5,0
1111,L48290,Cotton,Op-12,Evening,12920,1292,27.5625,6.2,2026-01-01,96.5,57.39999999999998,0
1112,H30525,Silk,Op-13,Night,14320,1432,24.206400000000002,6.4,2026-01-01,96.5,57.39999999999998,0
1113,M15972,Polyester,Op-14,Morning,13500,1350,30.913600000000002,6.9,2026-01-01,96.5,57.39999999999998,0
1114,M15973,Polyester,Op-15,Evening,17900,1790,6.6564,7.2,2026-01-01,96.60000000000002,57.39999999999998,0
1115,H30528,Silk,Op-16,Night,15400,1540,13.9876,7.5,2026-01-01,96.39999999999998,57.30000000000001,0
1116,M15975,Polyester,Op-17,Morning,20770,2077,3.648100000000001,8.0,2026-01-01,96.39999999999998,57.30000000000001,0
1117,L48296,Cotton,Op-18,Evening,14870,1487,14.0625,8.3,2026-01-01,96.39999999999998,57.30000000000001,0
1118,L48297,Cotton,Op-19,Night,15230,1523,16.5649,8.5,2026-01-01,96.5,57.39999999999998,0
1119,L48298,Cotton,Op-20,Morning,14430,1443,17.472399999999997,8.7,2026-01-01,96.5,57.5,0
1120,L48299,Cotton,Op-1,Evening,13400,1340,34.9281,8.9,2026-01-01,96.5,57.5,0
1121,H30534,Silk,Op-2,Night,16540,1654,9.61,9.1,2026-01-01,96.60000000000002,57.69999999999999,0
1122,L48301,Cotton,Op-3,Morning,14590,1459,16.160400000000003,9.6,2026-01-01,96.60000000000002,57.60000000000002,0
1123,L48302,Cotton,Op-4,Evening,15410,1541,14.8225,9.8,2026-01-01,96.5,57.60000000000002,0
1124,H30537,Silk,Op-5,Night,13860,1386,38.81289999999999,10.0,2026-01-01,96.60000000000002,57.69999999999999,1
1125,M15984,Polyester,Op-6,Morning,12580,1258,47.61,10.5,2026-01-01,96.69999999999999,57.80000000000001,1
1126,M15985,Polyester,Op-7,Evening,13750,1375,26.4196,10.8,2026-01-01,96.69999999999999,57.80000000000001,0
1127,L48306,Cotton,Op-8,Night,17060,1706,9.486400000000001,11.1,2026-01-01,96.80000000000001,57.89999999999998,0
1128,M15987,Polyester,Op-9,Morning,16720,1672,10.4976,11.3,2026-01-01,96.69999999999999,57.80000000000001,0
1129,M15988,Polyester,Op-10,Evening,18430,1843,6.3504,11.6,2026-01-01,96.80000000000001,57.89999999999998,0
1130,L48309,Cotton,Op-11,Night,16900,1690,8.761600000000001,11.9,2026-01-01,96.69999999999999,57.89999999999998,0
1131,L48310,Cotton,Op-12,Morning,14130,1413,21.6225,12.1,2026-01-01,96.80000000000001,57.89999999999998,0
1132,L48311,Cotton,Op-13,Evening,14890,1489,11.1556,12.3,2026-01-01,96.80000000000001,57.89999999999998,0
1133,L48312,Cotton,Op-14,Night,12710,1271,37.699600000000004,12.5,2026-01-01,96.80000000000001,57.89999999999998,0
1134,M15993,Polyester,Op-15,Morning,14180,1418,22.9441,12.7,2026-01-01,96.80000000000001,57.89999999999998,0
1135,M15994,Polyester,Op-16,Evening,14260,1426,25.704900000000002,13.0,2026-01-01,96.89999999999998,57.80000000000001,0
1136,L48315,Cotton,Op-17,Night,15350,1535,15.366400000000004,13.3,2026-01-01,96.89999999999998,57.89999999999998,0
1137,L48316,Cotton,Op-18,Morning,15570,1557,14.516100000000002,13.5,2026-01-01,96.89999999999998,57.80000000000001,0
1138,L48317,Cotton,Op-19,Evening,16530,1653,8.8209,13.7,2026-01-01,96.89999999999998,57.80000000000001,0
1139,L48318,Cotton,Op-20,Night,14350,1435,17.305600000000002,13.9,2026-01-01,96.89999999999998,57.89999999999998,0
1140,M15999,Polyester,Op-1,Morning,15690,1569,11.088899999999999,14.1,2026-01-01,97.0,57.89999999999998,0
1141,M16000,Polyester,Op-2,Evening,13850,1385,20.070399999999996,14.4,2026-01-01,96.89999999999998,57.89999999999998,0
1142,L48321,Cotton,Op-3,Night,16350,1635,9.9856,14.7,2026-01-01,97.0,57.89999999999998,0
1143,L48322,Cotton,Op-4,Morning,14230,1423,19.2721,14.9,2026-01-01,96.89999999999998,57.89999999999998,0
1144,L48323,Cotton,Op-5,Evening,14790,1479,15.366400000000004,15.1,2026-01-01,97.0,57.89999999999998,0
1145,L48324,Cotton,Op-6,Night,12960,1296,47.748099999999994,15.3,2026-01-01,97.0,57.89999999999998,1
1146,L48325,Cotton,Op-7,Morning,15530,1553,11.088899999999999,15.5,2026-01-01,97.0,57.80000000000001,0
1147,L48326,Cotton,Op-8,Evening,15290,1529,17.808400000000002,15.7,2026-01-01,97.0,57.89999999999998,0
1148,M16007,Polyester,Op-9,Night,16900,1690,6.553600000000001,15.9,2026-01-01,97.10000000000002,58.0,0
1149,L48328,Cotton,Op-10,Morning,13480,1348,33.64,16.2,2026-01-01,97.10000000000002,58.0,0
1150,L48329,Cotton,Op-11,Evening,14460,1446,14.8225,16.4,2026-01-01,97.19999999999999,58.10000000000002,0
1151,L48330,Cotton,Op-12,Night,14560,1456,25.0,16.6,2026-01-01,97.10000000000002,57.89999999999998,0
1152,L48331,Cotton,Op-13,Morning,13500,1350,22.752900000000004,16.8,2026-01-01,97.0,57.89999999999998,0
1153,L48332,Cotton,Op-14,Evening,15070,1507,14.668899999999999,17.0,2026-01-01,97.10000000000002,57.89999999999998,0
1154,H30567,Silk,Op-15,Night,14480,1448,20.7936,17.2,2026-01-01,97.0,57.89999999999998,0
1155,L48334,Cotton,Op-16,Morning,16260,1626,8.9401,17.7,2026-01-01,96.89999999999998,57.89999999999998,0
1156,H30569,Silk,Op-17,Evening,18460,1846,7.4529000000000005,17.9,2026-01-01,97.0,57.89999999999998,0
1157,H30570,Silk,Op-18,Night,14040,1404,16.5649,18.4,2026-01-01,97.0,57.80000000000001,0
1158,L48337,Cotton,Op-19,Morning,15830,1583,13.838400000000002,18.9,2026-01-01,97.0,57.80000000000001,0
1159,L48338,Cotton,Op-20,Evening,14360,1436,22.752900000000004,19.1,2026-01-01,97.0,57.89999999999998,0
1160,L48339,Cotton,Op-1,Night,16090,1609,12.6736,19.3,2026-01-01,97.0,57.80000000000001,0
1161,H30574,Silk,Op-2,Morning,18340,1834,5.6644000000000005,19.5,2026-01-01,97.0,57.69999999999999,0
1162,L48341,Cotton,Op-3,Evening,13160,1316,37.45440000000001,20.0,2026-01-01,97.0,57.80000000000001,1
1163,L48342,Cotton,Op-4,Night,14000,1400,32.6041,20.2,2026-01-01,96.89999999999998,57.80000000000001,1
1164,L48343,Cotton,Op-5,Morning,13670,1367,22.184100000000004,20.4,2026-01-01,96.89999999999998,57.89999999999998,0
1165,L48344,Cotton,Op-6,Evening,17540,1754,9.180900000000001,20.6,2026-01-01,97.10000000000002,58.10000000000002,0
1166,L48345,Cotton,Op-7,Night,14870,1487,11.9716,20.8,2026-01-01,97.10000000000002,58.10000000000002,0
1167,M16026,Polyester,Op-8,Morning,15060,1506,14.212900000000001,21.0,2026-01-01,97.10000000000002,58.10000000000002,0
1168,L48347,Cotton,Op-9,Evening,13620,1362,27.5625,21.3,2026-01-01,97.0,58.10000000000002,1
1169,L48348,Cotton,Op-10,Night,15840,1584,13.542399999999997,21.5,2026-01-01,97.10000000000002,58.10000000000002,0
1170,L48349,Cotton,Op-11,Morning,13550,1355,19.0969,21.7,2026-01-01,97.0,58.10000000000002,0
1171,M16030,Polyester,Op-12,Evening,18230,1823,5.9049000000000005,21.9,2026-01-01,97.10000000000002,58.10000000000002,0
1172,H30585,Silk,Op-13,Night,15170,1517,17.139599999999998,22.2,2026-01-01,97.0,58.10000000000002,0
1173,L48352,Cotton,Op-14,Morning,14460,1446,13.395600000000002,22.7,2026-01-01,97.10000000000002,58.10000000000002,0
1174,H30587,Silk,Op-15,Evening,15590,1559,15.054399999999998,22.9,2026-01-01,97.10000000000002,58.0,0
1175,M16034,Polyester,Op-16,Night,13520,1352,19.7136,0.0,2026-01-01,97.10000000000002,58.10000000000002,0
1176,M16035,Polyester,Op-17,Morning,15780,1578,14.288399999999998,0.3,2026-01-01,97.19999999999999,58.30000000000001,0
1177,M16036,Polyester,Op-18,Evening,14290,1429,17.64,0.6,2026-01-01,97.19999999999999,58.30000000000001,0
1178,M16037,Polyester,Op-19,Night,16040,1604,15.523599999999998,0.9,2026-01-01,97.19999999999999,58.30000000000001,0
1179,L48358,Cotton,Op-20,Morning,13980,1398,36.4816,1.2,2026-01-01,97.30000000000001,58.5,0
1180,L48359,Cotton,Op-1,Evening,14410,1441,18.8356,1.4,2026-01-01,97.30000000000001,58.39999999999998,0
1181,H30594,Silk,Op-2,Night,15310,1531,12.6736,1.6,2026-01-01,97.30000000000001,58.39999999999998,0
1182,L48361,Cotton,Op-3,Morning,13790,1379,27.1441,2.1,2026-01-01,97.19999999999999,58.30000000000001,0
1183,L48362,Cotton,Op-4,Evening,14100,1410,23.136100000000003,2.3,2026-01-01,97.30000000000001,58.30000000000001,0
1184,L48363,Cotton,Op-5,Night,15130,1513,16.4025,2.5,2026-01-01,97.30000000000001,58.39999999999998,0
1185,L48364,Cotton,Op-6,Morning,14970,1497,22.5625,2.7,2026-01-01,97.30000000000001,58.5,0
1186,L48365,Cotton,Op-7,Evening,14910,1491,21.6225,2.9,2026-01-01,97.30000000000001,58.39999999999998,0
1187,L48366,Cotton,Op-8,Night,14170,1417,22.848399999999998,3.1,2026-01-01,97.30000000000001,58.39999999999998,0
1188,M16047,Polyester,Op-9,Morning,15220,1522,14.44,3.3,2026-01-01,97.39999999999998,58.60000000000002,0
1189,L48368,Cotton,Op-10,Evening,13390,1339,27.1441,3.6,2026-01-01,97.30000000000001,58.39999999999998,0
1190,M16049,Polyester,Op-11,Night,17940,1794,7.5625,3.8,2026-01-01,97.19999999999999,58.30000000000001,0
1191,L48370,Cotton,Op-12,Morning,14600,1460,17.7241,4.1,2026-01-01,97.19999999999999,58.39999999999998,0
1192,M16051,Polyester,Op-13,Evening,17760,1776,7.84,4.3,2026-01-01,97.19999999999999,58.30000000000001,0
1193,M16052,Polyester,Op-14,Night,14310,1431,19.0969,4.6,2026-01-01,97.19999999999999,58.30000000000001,0
1194,L48373,Cotton,Op-15,Morning,13470,1347,25.8064,4.9,2026-01-01,97.10000000000002,58.19999999999999,0
1195,M16054,Polyester,Op-16,Evening,15070,1507,18.5761,5.1,2026-01-01,97.0,58.10000000000002,0
1196,M16055,Polyester,Op-17,Night,14080,1408,22.9441,5.4,2026-01-01,97.0,58.0,0
1197,M16056,Polyester,Op-18,Morning,14930,1493,12.0409,5.7,2026-01-01,97.0,57.89999999999998,0
1198,M16057,Polyester,Op-19,Evening,14410,1441,22.657600000000002,6.0,2026-01-01,96.89999999999998,57.89999999999998,0
1199,H30612,Silk,Op-20,Night,15570,1557,13.3225,6.3,2026-01-01,96.89999999999998,57.89999999999998,0
1200,M16059,Polyester,Op-1,Morning,19790,1979,4.1616,6.8,2026-01-01,96.89999999999998,57.89999999999998,0
1201,M16060,Polyester,Op-2,Evening,14300,1430,31.2481,7.1,2026-01-01,96.89999999999998,58.0,0
1202,L48381,Cotton,Op-3,Night,16580,1658,16.81,7.4,2026-01-01,96.89999999999998,58.0,0
1203,M16062,Polyester,Op-4,Morning,13550,1355,26.4196,7.6,2026-01-01,97.0,58.10000000000002,0
1204,H30617,Silk,Op-5,Evening,14100,1410,22.657600000000002,7.9,2026-01-01,97.0,58.10000000000002,0
1205,L48384,Cotton,Op-6,Night,15210,1521,11.9025,8.4,2026-01-01,96.89999999999998,58.0,0
1206,L48385,Cotton,Op-7,Morning,13710,1371,29.7025,8.6,2026-01-01,96.80000000000001,58.0,0
1207,H30620,Silk,Op-8,Evening,13180,1318,28.6225,8.8,2026-01-01,96.89999999999998,58.0,0
1208,M16067,Polyester,Op-9,Night,15730,1573,12.1801,9.3,2026-01-01,97.0,58.10000000000002,0
1209,L48388,Cotton,Op-10,Morning,14890,1489,19.4481,9.6,2026-01-01,97.0,58.10000000000002,0
1210,H30623,Silk,Op-11,Evening,25400,2540,1.7689000000000001,9.8,2026-01-01,97.0,58.10000000000002,0
1211,L48390,Cotton,Op-12,Night,15370,1537,15.21,10.3,2026-01-01,97.0,58.10000000000002,0
1212,H30625,Silk,Op-13,Morning,14160,1416,21.9961,10.5,2026-01-01,96.89999999999998,58.0,0
1213,L48392,Cotton,Op-14,Evening,13590,1359,31.9225,11.0,2026-01-01,96.89999999999998,57.89999999999998,0
1214,M16073,Polyester,Op-15,Night,15510,1551,15.132099999999998,11.2,2026-01-01,96.80000000000001,57.80000000000001,0
1215,M16074,Polyester,Op-16,Morning,16940,1694,10.89,11.5,2026-01-01,96.80000000000001,57.80000000000001,0
1216,L48395,Cotton,Op-17,Evening,17090,1709,8.0656,11.8,2026-01-01,96.80000000000001,57.89999999999998,0
1217,L48396,Cotton,Op-18,Night,15140,1514,16.81,12.0,2026-01-01,96.89999999999998,58.0,0
1218,L48397,Cotton,Op-19,Morning,14550,1455,18.9225,12.2,2026-01-01,97.0,58.10000000000002,0
1219,M16078,Polyester,Op-20,Evening,17020,1702,9.424900000000001,12.4,2026-01-01,97.0,58.19999999999999,0
1220,M16079,Polyester,Op-1,Night,13570,1357,17.472399999999997,12.7,2026-01-01,96.89999999999998,58.10000000000002,0
1221,L48400,Cotton,Op-2,Morning,15770,1577,8.6436,13.0,2026-01-01,97.0,58.19999999999999,0
1222,M16081,Polyester,Op-3,Evening,13990,1399,21.529600000000002,13.2,2026-01-01,97.0,58.30000000000001,0
1223,L48402,Cotton,Op-4,Night,13990,1399,34.81,13.5,2026-01-01,97.0,58.30000000000001,0
1224,L48403,Cotton,Op-5,Morning,14920,1492,23.136100000000003,13.7,2026-01-01,97.0,58.30000000000001,0
1225,L48404,Cotton,Op-6,Evening,17630,1763,6.6049,13.9,2026-01-01,97.10000000000002,58.30000000000001,0
1226,H30639,Silk,Op-7,Night,14920,1492,17.2225,14.1,2026-01-01,97.10000000000002,58.30000000000001,0
1227,L48406,Cotton,Op-8,Morning,14880,1488,18.0625,14.6,2026-01-01,97.10000000000002,58.39999999999998,0
1228,L48407,Cotton,Op-9,Evening,14220,1422,17.7241,14.8,2026-01-01,97.10000000000002,58.39999999999998,0
1229,M16088,Polyester,Op-10,Night,15830,1583,14.592400000000003,15.0,2026-01-01,97.10000000000002,58.39999999999998,0
1230,L48409,Cotton,Op-11,Morning,13040,1304,28.6225,15.3,2026-01-01,97.10000000000002,58.39999999999998,0
1231,M16090,Polyester,Op-12,Evening,18800,1880,5.5225,15.5,2026-01-01,97.10000000000002,58.39999999999998,0
1232,M16091,Polyester,Op-13,Night,16040,1604,16.5649,15.8,2026-01-01,97.19999999999999,58.5,0
1233,L48412,Cotton,Op-14,Morning,15000,1500,13.764100000000001,16.1,2026-01-01,97.19999999999999,58.60000000000002,0
1234,M16093,Polyester,Op-15,Evening,13640,1364,30.913600000000002,16.3,2026-01-01,97.19999999999999,58.5,0
1235,H30648,Silk,Op-16,Night,24400,2440,1.96,16.6,2026-01-01,97.19999999999999,58.5,0
1236,H30649,Silk,Op-17,Morning,16540,1654,9.859599999999999,17.1,2026-01-01,97.10000000000002,58.39999999999998,0
1237,H30650,Silk,Op-18,Evening,13590,1359,21.7156,17.6,2026-01-01,97.10000000000002,58.39999999999998,0
1238,M16097,Polyester,Op-19,Night,15020,1502,13.912899999999997,18.1,2026-01-01,97.10000000000002,58.39999999999998,0
1239,M16098,Polyester,Op-20,Morning,16150,1615,10.6276,18.4,2026-01-01,97.10000000000002,58.39999999999998,0
1240,H30653,Silk,Op-1,Evening,14820,1482,15.444899999999997,18.7,2026-01-01,97.19999999999999,58.5,0
1241,L48420,Cotton,Op-2,Night,16360,1636,9.7969,19.2,2026-01-01,97.19999999999999,58.60000000000002,0
1242,M16101,Polyester,Op-3,Morning,16210,1621,10.4976,19.4,2026-01-01,97.10000000000002,58.5,0
1243,L48422,Cotton,Op-4,Evening,14680,1468,19.7136,19.7,2026-01-01,97.10000000000002,58.39999999999998,0
1244,M16103,Polyester,Op-5,Night,14320,1432,28.5156,19.9,2026-01-01,97.10000000000002,58.39999999999998,0
1245,L48424,Cotton,Op-6,Morning,17260,1726,8.0656,20.2,2026-01-01,97.10000000000002,58.39999999999998,0
